member_id,first_name,last_name,email,phone,date_of_birth,gender,join_date,membership_type,membership_status,fitness_goal,height_cm,weight_kg,emergency_contact
MEM001982,Elizabeth,Anderson,member1982@fitnesshub.com,+1-555-444-4803,1974-12-28,Male,2020-04-23,Senior,Inactive,Athletic Performance,171.4,116.0,+1-555-204-5276
MEM001983,Michelle,Sanchez,member1983@fitnesshub.com,+1-555-228-9932,1951-01-03,Male,2023-02-18,Elite,Active,Health Maintenance,156.6,50.3,+1-555-585-6971
MEM001984,James,Lewis,member1984@fitnesshub.com,+1-555-730-7692,1967-12-30,Female,2021-05-18,Basic,Inactive,Athletic Performance,178.6,118.5,+1-555-256-5757
MEM001985,James,Martin,member1985@fitnesshub.com,+1-555-353-6035,1954-01-02,Female,2024-10-05,Elite,Active,Muscle Gain,165.9,117.5,+1-555-772-4181
MEM001986,Michelle,Lee,member1986@fitnesshub.com,+1-555-970-7630,1965-12-30,Male,2022-09-14,Basic,Active,Athletic Performance,174.5,63.8,+1-555-273-2200
MEM001987,Patricia,Anderson,member1987@fitnesshub.com,+1-555-529-2411,1985-12-25,Other,2022-10-13,Premium,Active,Muscle Gain,184.8,108.3,+1-555-862-2162
MEM001988,Kimberly,Walker,member1988@fitnesshub.com,+1-555-298-4440,1995-12-23,Female,2023-04-24,Basic,Active,General Fitness,186.6,106.7,+1-555-972-6087
MEM001989,Mark,Jackson,member1989@fitnesshub.com,+1-555-663-1001,1954-01-02,Female,2021-07-17,Student,Active,Weight Loss,172.2,117.1,+1-555-525-3108
MEM001990,Christopher,Jones,member1990@fitnesshub.com,+1-555-105-8707,1993-12-23,Female,2024-05-05,Elite,Active,Health Maintenance,153.6,83.0,+1-555-134-6853
MEM001991,George,Thomas,member1991@fitnesshub.com,+1-555-773-3727,1977-12-27,Other,2020-07-02,Senior,Active,Weight Loss,163.4,76.8,+1-555-361-1606
MEM001992,Robert,Scott,member1992@fitnesshub.com,+1-555-913-6800,1956-01-02,Other,2023-05-24,Basic,Active,General Fitness,177.2,55.5,+1-555-854-2563
MEM001993,Mark,Taylor,member1993@fitnesshub.com,+1-555-377-7429,1951-01-03,Other,2021-10-19,Elite,Active,Health Maintenance,183.3,114.5,+1-555-148-9059
MEM001994,James,Brown,member1994@fitnesshub.com,+1-555-391-1185,1977-12-27,Other,2024-08-08,Premium,Active,General Fitness,165.9,71.8,+1-555-652-5526
MEM001995,Jessica,Hill,member1995@fitnesshub.com,+1-555-907-9944,1960-01-01,Male,2020-02-07,Premium,Active,Health Maintenance,151.2,64.6,+1-555-491-7449
MEM001996,Deborah,Williams,member1996@fitnesshub.com,+1-555-344-9417,1997-12-22,Female,2024-04-23,Senior,Inactive,Athletic Performance,184.2,69.5,+1-555-810-1344
MEM001997,Paul,Wright,member1997@fitnesshub.com,+1-555-112-3483,1979-12-27,Female,2023-09-13,Elite,Active,Health Maintenance,184.9,56.3,+1-555-491-5628
MEM001998,Melissa,Hill,member1998@fitnesshub.com,+1-555-311-4337,1980-12-26,Other,2023-11-18,Premium,Active,Athletic Performance,156.6,53.9,+1-555-294-8674
MEM001999,Mary,Allen,member1999@fitnesshub.com,+1-555-619-1875,1991-12-24,Female,2021-09-06,Student,Active,Health Maintenance,186.0,92.4,+1-555-594-1697
MEM002000,John,Davis,member2000@fitnesshub.com,+1-555-713-2518,1997-12-22,Other,2023-05-06,Elite,Active,Weight Loss,154.6,97.7,+1-555-248-7386
MEM002001,Michael,Perez,member2001@fitnesshub.com,+1-555-650-5516,2001-12-21,Other,2022-02-14,Elite,Inactive,Weight Loss,167.1,106.0,+1-555-346-4055
MEM002002,Linda,Hill,member2002@fitnesshub.com,+1-555-771-7607,2000-12-21,Male,2023-09-09,Elite,Inactive,Muscle Gain,157.3,71.9,+1-555-715-8706
MEM002003,Donald,Walker,member2003@fitnesshub.com,+1-555-379-6953,2007-12-20,Other,2023-10-20,Elite,Active,Athletic Performance,186.3,117.1,+1-555-158-9713
MEM002004,Amanda,Rodriguez,member2004@fitnesshub.com,+1-555-755-4222,1951-01-03,Male,2023-10-22,Student,Active,General Fitness,169.5,55.1,+1-555-732-6553
MEM002005,Andrew,Moore,member2005@fitnesshub.com,+1-555-531-8961,1992-12-23,Female,2024-02-02,Student,Active,Athletic Performance,159.0,72.9,+1-555-877-7159
MEM002006,Joseph,Smith,member2006@fitnesshub.com,+1-555-241-7297,1984-12-25,Male,2020-01-06,Senior,Active,Weight Loss,156.5,84.0,+1-555-668-8346
MEM002007,Matthew,King,member2007@fitnesshub.com,+1-555-510-1793,1994-12-23,Female,2020-01-13,Basic,Active,Muscle Gain,152.1,77.7,+1-555-544-1137
MEM002008,William,King,member2008@fitnesshub.com,+1-555-756-2437,2005-12-20,Other,2022-01-29,Student,Active,Weight Loss,181.2,91.1,+1-555-111-4544
MEM002009,Donna,Davis,member2009@fitnesshub.com,+1-555-268-1961,2005-12-20,Other,2023-04-16,Premium,Active,Muscle Gain,168.2,51.6,+1-555-368-6553
MEM002010,Richard,Robinson,member2010@fitnesshub.com,+1-555-875-7078,1963-12-31,Other,2020-11-19,Student,Inactive,General Fitness,161.6,57.8,+1-555-764-4058
MEM002011,Patricia,Flores,member2011@fitnesshub.com,+1-555-833-9739,2005-12-20,Female,2022-03-14,Basic,Active,Athletic Performance,167.4,107.0,+1-555-604-5837
MEM002012,Thomas,Moore,member2012@fitnesshub.com,+1-555-745-3245,1987-12-25,Male,2023-09-16,Elite,Active,Health Maintenance,198.1,69.7,+1-555-392-6396
MEM002013,Jennifer,Davis,member2013@fitnesshub.com,+1-555-670-1266,1975-12-28,Other,2021-04-06,Senior,Active,Health Maintenance,179.8,74.4,+1-555-458-9673
MEM002014,Charles,Perez,member2014@fitnesshub.com,+1-555-507-7654,1989-12-24,Male,2021-03-08,Premium,Inactive,General Fitness,157.5,84.5,+1-555-606-1857
MEM002015,Anthony,Harris,member2015@fitnesshub.com,+1-555-112-4845,1963-12-31,Female,2021-10-06,Basic,Active,Muscle Gain,165.5,79.6,+1-555-558-1171
MEM002016,Kevin,Martinez,member2016@fitnesshub.com,+1-555-875-7907,1979-12-27,Female,2021-08-29,Basic,Active,Muscle Gain,167.7,119.6,+1-555-474-9257
MEM002017,Robert,White,member2017@fitnesshub.com,+1-555-303-1071,2006-12-20,Male,2022-01-17,Student,Active,Weight Loss,171.2,106.6,+1-555-423-7934
MEM002018,Kimberly,Lewis,member2018@fitnesshub.com,+1-555-685-2013,1985-12-25,Female,2020-04-20,Premium,Active,General Fitness,165.1,64.6,+1-555-704-6347
MEM002019,Andrew,Taylor,member2019@fitnesshub.com,+1-555-157-7150,1979-12-27,Female,2021-09-21,Elite,Active,Weight Loss,184.0,72.4,+1-555-578-1891
MEM002020,Sandra,Davis,member2020@fitnesshub.com,+1-555-686-2309,1961-12-31,Other,2021-10-15,Senior,Inactive,Health Maintenance,169.9,117.5,+1-555-407-7629
MEM002021,Margaret,Perez,member2021@fitnesshub.com,+1-555-497-3016,1994-12-23,Other,2023-04-04,Premium,Active,General Fitness,185.7,84.6,+1-555-742-8536
MEM002022,James,White,member2022@fitnesshub.com,+1-555-803-8679,1972-12-28,Male,2022-03-21,Premium,Active,Athletic Performance,192.4,106.1,+1-555-190-9881
MEM002023,James,Miller,member2023@fitnesshub.com,+1-555-677-4041,1992-12-23,Male,2021-06-27,Basic,Inactive,General Fitness,171.6,66.9,+1-555-294-3353
MEM002024,Joshua,Walker,member2024@fitnesshub.com,+1-555-317-3183,1962-12-31,Male,2023-11-14,Senior,Active,General Fitness,163.0,63.0,+1-555-674-3185
MEM002025,David,Sanchez,member2025@fitnesshub.com,+1-555-923-8539,1992-12-23,Female,2021-10-21,Senior,Inactive,Muscle Gain,162.9,80.8,+1-555-342-3612
MEM002026,Paul,Perez,member2026@fitnesshub.com,+1-555-767-3305,1961-12-31,Male,2021-04-03,Premium,Active,Muscle Gain,151.1,56.6,+1-555-805-1002
MEM002027,Michelle,Gonzalez,member2027@fitnesshub.com,+1-555-333-3870,1980-12-26,Other,2020-05-13,Elite,Active,Muscle Gain,160.6,70.8,+1-555-775-2156
MEM002028,Kimberly,Martinez,member2028@fitnesshub.com,+1-555-722-1148,1970-12-29,Other,2023-05-23,Student,Active,General Fitness,193.1,73.0,+1-555-375-6604
MEM002029,Matthew,Brown,member2029@fitnesshub.com,+1-555-553-6301,1951-01-03,Female,2020-09-16,Senior,Inactive,Health Maintenance,153.5,88.6,+1-555-326-3036
MEM002030,Melissa,Sanchez,member2030@fitnesshub.com,+1-555-907-5658,2007-12-20,Male,2020-03-01,Premium,Active,Muscle Gain,188.7,80.3,+1-555-740-3466
MEM002031,Mark,Robinson,member2031@fitnesshub.com,+1-555-578-4577,1976-12-27,Male,2020-09-19,Basic,Active,Health Maintenance,185.0,52.4,+1-555-507-7583
MEM002032,Donald,Johnson,member2032@fitnesshub.com,+1-555-921-8257,1961-12-31,Male,2021-09-03,Premium,Inactive,General Fitness,152.6,76.5,+1-555-135-6489
MEM002033,David,Flores,member2033@fitnesshub.com,+1-555-615-5984,1987-12-25,Male,2023-06-12,Elite,Active,Weight Loss,182.0,105.4,+1-555-404-1878
MEM002034,Ashley,Moore,member2034@fitnesshub.com,+1-555-118-8116,1951-01-03,Female,2020-09-27,Elite,Inactive,Muscle Gain,171.4,79.4,+1-555-480-1039
MEM002035,David,Smith,member2035@fitnesshub.com,+1-555-962-1655,1980-12-26,Male,2024-09-20,Student,Active,Health Maintenance,183.1,75.0,+1-555-967-7611
MEM002036,Anthony,Jones,member2036@fitnesshub.com,+1-555-389-8337,1991-12-24,Female,2024-06-17,Elite,Inactive,Athletic Performance,182.3,64.6,+1-555-635-4564
MEM002037,Andrew,Young,member2037@fitnesshub.com,+1-555-866-9874,1963-12-31,Other,2023-04-17,Elite,Inactive,Weight Loss,162.9,114.0,+1-555-618-8000
MEM002038,Deborah,Flores,member2038@fitnesshub.com,+1-555-422-6137,1970-12-29,Male,2020-03-11,Elite,Inactive,Muscle Gain,157.1,79.2,+1-555-993-8151
MEM002039,William,Rodriguez,member2039@fitnesshub.com,+1-555-863-4644,1994-12-23,Other,2021-08-30,Elite,Active,Weight Loss,156.5,61.0,+1-555-661-9743
MEM002040,Robert,Miller,member2040@fitnesshub.com,+1-555-437-5723,1966-12-30,Other,2024-07-07,Elite,Active,General Fitness,150.8,99.0,+1-555-286-8379
MEM002041,George,Hernandez,member2041@fitnesshub.com,+1-555-240-4163,1960-12-31,Other,2022-06-13,Senior,Active,Athletic Performance,165.0,107.9,+1-555-752-3647
MEM002042,Melissa,Robinson,member2042@fitnesshub.com,+1-555-864-9257,1982-12-26,Other,2021-11-29,Student,Active,Health Maintenance,188.7,86.8,+1-555-231-4359
MEM002043,Carol,Wright,member2043@fitnesshub.com,+1-555-764-8914,1974-12-28,Male,2022-07-11,Elite,Inactive,General Fitness,153.4,86.6,+1-555-493-2262
MEM002044,George,Taylor,member2044@fitnesshub.com,+1-555-689-7063,1995-12-23,Female,2024-02-06,Elite,Inactive,Health Maintenance,180.0,118.1,+1-555-377-7412
MEM002045,Amanda,Lee,member2045@fitnesshub.com,+1-555-627-8018,1960-01-01,Other,2020-02-20,Student,Inactive,General Fitness,178.4,105.8,+1-555-297-9873
MEM002046,Michelle,Lewis,member2046@fitnesshub.com,+1-555-257-4298,2007-12-20,Female,2021-05-09,Basic,Active,Health Maintenance,153.0,111.6,+1-555-527-2370
MEM002047,William,Smith,member2047@fitnesshub.com,+1-555-201-7859,1982-12-26,Female,2022-02-25,Elite,Active,Athletic Performance,184.2,78.4,+1-555-384-6415
MEM002048,Kimberly,Sanchez,member2048@fitnesshub.com,+1-555-430-6370,1965-12-30,Female,2022-10-19,Student,Active,Weight Loss,199.6,62.1,+1-555-581-8060
MEM002049,James,Brown,member2049@fitnesshub.com,+1-555-495-9581,2007-12-20,Female,2021-07-16,Elite,Inactive,Athletic Performance,190.4,109.9,+1-555-398-1941
MEM002050,Anthony,Harris,member2050@fitnesshub.com,+1-555-461-5183,2003-12-21,Female,2022-01-01,Basic,Active,Muscle Gain,194.6,110.3,+1-555-366-2125
MEM002051,Donna,Flores,member2051@fitnesshub.com,+1-555-583-5851,1975-12-28,Male,2024-04-25,Premium,Active,Muscle Gain,176.5,113.9,+1-555-536-1278
MEM002052,Joseph,Lee,member2052@fitnesshub.com,+1-555-940-8699,1959-01-01,Male,2022-11-15,Basic,Inactive,Weight Loss,197.9,78.6,+1-555-146-5887
MEM002053,Barbara,Wilson,member2053@fitnesshub.com,+1-555-624-7737,1990-12-24,Male,2024-07-16,Premium,Active,General Fitness,186.6,87.8,+1-555-853-9760
MEM002054,Joshua,Moore,member2054@fitnesshub.com,+1-555-864-2133,2006-12-20,Male,2021-04-02,Elite,Inactive,Weight Loss,179.2,80.3,+1-555-167-8792
MEM002055,Andrew,Young,member2055@fitnesshub.com,+1-555-238-5468,1976-12-27,Female,2023-05-06,Premium,Inactive,General Fitness,155.5,75.4,+1-555-724-5428
MEM002056,Karen,Lee,member2056@fitnesshub.com,+1-555-143-8602,2007-12-20,Male,2022-12-14,Elite,Active,Athletic Performance,165.0,85.7,+1-555-114-6273
MEM002057,Kevin,Anderson,member2057@fitnesshub.com,+1-555-686-5115,1967-12-30,Other,2022-10-17,Basic,Active,Health Maintenance,191.4,103.3,+1-555-146-3299
MEM002058,James,Hernandez,member2058@fitnesshub.com,+1-555-834-5111,1980-12-26,Female,2023-09-09,Premium,Active,Muscle Gain,198.5,74.8,+1-555-643-3292
MEM002059,Sarah,Flores,member2059@fitnesshub.com,+1-555-961-1287,1974-12-28,Female,2021-11-11,Premium,Active,Muscle Gain,152.0,56.7,+1-555-861-8209
MEM002060,Donald,Jackson,member2060@fitnesshub.com,+1-555-645-8156,1978-12-27,Female,2023-09-23,Elite,Inactive,General Fitness,197.8,58.0,+1-555-416-2092
MEM002061,Margaret,Moore,member2061@fitnesshub.com,+1-555-803-9563,1951-01-03,Other,2022-11-17,Premium,Active,Weight Loss,175.0,102.8,+1-555-232-6242
MEM002062,Kimberly,Sanchez,member2062@fitnesshub.com,+1-555-813-9426,1966-12-30,Female,2024-05-30,Basic,Inactive,Athletic Performance,158.0,95.3,+1-555-325-3757
MEM002063,Deborah,White,member2063@fitnesshub.com,+1-555-839-9988,2006-12-20,Female,2022-05-29,Senior,Active,Muscle Gain,173.0,108.7,+1-555-399-9459
MEM002064,Mark,Gonzalez,member2064@fitnesshub.com,+1-555-816-1040,2001-12-21,Female,2021-03-05,Student,Active,Health Maintenance,160.7,117.7,+1-555-797-2416
MEM002065,Kimberly,Garcia,member2065@fitnesshub.com,+1-555-579-9861,2002-12-21,Other,2022-01-30,Premium,Active,Muscle Gain,194.3,107.6,+1-555-941-6568
MEM002066,Anthony,Flores,member2066@fitnesshub.com,+1-555-661-1383,1988-12-24,Female,2023-02-27,Premium,Active,Muscle Gain,173.0,60.1,+1-555-769-8762
MEM002067,Michelle,Allen,member2067@fitnesshub.com,+1-555-693-1441,1979-12-27,Male,2020-08-31,Premium,Active,Athletic Performance,184.0,90.1,+1-555-136-8019
MEM002068,Sarah,Wright,member2068@fitnesshub.com,+1-555-742-8340,1956-01-02,Male,2021-10-09,Senior,Active,Athletic Performance,199.2,90.7,+1-555-820-5251
MEM002069,Mark,Clark,member2069@fitnesshub.com,+1-555-608-6143,1967-12-30,Female,2020-05-24,Premium,Inactive,Health Maintenance,153.9,107.3,+1-555-985-9923
MEM002070,Amanda,Williams,member2070@fitnesshub.com,+1-555-963-8412,1968-12-29,Other,2023-01-12,Premium,Inactive,Health Maintenance,153.3,90.8,+1-555-428-9095
MEM002071,Emily,Nguyen,member2071@fitnesshub.com,+1-555-409-7055,2004-12-20,Other,2023-05-18,Senior,Active,Muscle Gain,170.2,88.5,+1-555-617-5318
MEM002072,Mark,Clark,member2072@fitnesshub.com,+1-555-310-9603,1975-12-28,Male,2023-02-01,Premium,Active,Athletic Performance,169.9,60.6,+1-555-707-7539
MEM002073,Elizabeth,Davis,member2073@fitnesshub.com,+1-555-746-1456,2001-12-21,Other,2023-10-27,Elite,Active,Health Maintenance,193.9,88.3,+1-555-258-9847
MEM002074,Matthew,Miller,member2074@fitnesshub.com,+1-555-623-3192,1966-12-30,Male,2022-12-07,Student,Active,Athletic Performance,169.4,103.2,+1-555-710-1600
MEM002075,Patricia,Robinson,member2075@fitnesshub.com,+1-555-700-3161,2000-12-21,Male,2024-11-23,Student,Active,Health Maintenance,177.7,77.1,+1-555-721-4784
MEM002076,Melissa,Allen,member2076@fitnesshub.com,+1-555-778-8154,1990-12-24,Other,2021-04-03,Elite,Inactive,Athletic Performance,196.1,67.0,+1-555-423-1724
MEM002077,Christopher,Robinson,member2077@fitnesshub.com,+1-555-623-7779,1976-12-27,Other,2022-05-11,Premium,Active,General Fitness,167.7,81.2,+1-555-919-8976
MEM002078,Deborah,Miller,member2078@fitnesshub.com,+1-555-884-3798,1992-12-23,Other,2022-06-24,Premium,Active,General Fitness,166.5,94.2,+1-555-797-6214
MEM002079,John,Thompson,member2079@fitnesshub.com,+1-555-230-2533,1964-12-30,Other,2022-06-20,Student,Inactive,Health Maintenance,183.8,101.7,+1-555-628-5486
MEM002080,Sarah,Taylor,member2080@fitnesshub.com,+1-555-145-6098,1956-01-02,Female,2023-12-26,Senior,Inactive,Muscle Gain,155.2,55.3,+1-555-165-6055
MEM002081,Carol,Miller,member2081@fitnesshub.com,+1-555-870-3496,2004-12-20,Male,2022-09-16,Elite,Active,Muscle Gain,170.0,119.3,+1-555-216-6313
MEM002082,Betty,Wright,member2082@fitnesshub.com,+1-555-716-2223,1960-01-01,Other,2023-07-09,Basic,Inactive,Athletic Performance,193.9,81.5,+1-555-557-9810
MEM002083,Barbara,Anderson,member2083@fitnesshub.com,+1-555-754-5957,1953-01-02,Other,2020-04-19,Elite,Active,Athletic Performance,175.6,68.4,+1-555-584-5807
MEM002084,Joseph,Ramirez,member2084@fitnesshub.com,+1-555-843-8000,1960-01-01,Female,2020-02-20,Basic,Active,Athletic Performance,160.9,59.4,+1-555-426-8860
MEM002085,Ashley,Allen,member2085@fitnesshub.com,+1-555-777-4412,1960-01-01,Male,2021-03-23,Elite,Inactive,Athletic Performance,168.3,99.4,+1-555-264-3413
MEM002086,Joseph,Miller,member2086@fitnesshub.com,+1-555-621-7447,1979-12-27,Other,2023-09-18,Premium,Active,Muscle Gain,178.2,56.2,+1-555-672-7034
MEM002087,Karen,Hernandez,member2087@fitnesshub.com,+1-555-941-4715,1965-12-30,Male,2023-12-15,Premium,Active,Weight Loss,168.8,119.5,+1-555-481-2130
MEM002088,Kevin,Taylor,member2088@fitnesshub.com,+1-555-650-5054,1985-12-25,Other,2023-01-31,Student,Active,Weight Loss,197.3,113.7,+1-555-407-5778
MEM002089,Donald,Taylor,member2089@fitnesshub.com,+1-555-498-3894,1983-12-26,Other,2024-06-15,Basic,Active,Health Maintenance,167.8,69.8,+1-555-184-8979
MEM002090,Michelle,Davis,member2090@fitnesshub.com,+1-555-534-2042,1960-12-31,Female,2021-07-02,Basic,Active,Weight Loss,197.4,112.8,+1-555-178-9415
MEM002091,Betty,Torres,member2091@fitnesshub.com,+1-555-665-2176,2001-12-21,Other,2023-09-22,Elite,Active,Muscle Gain,189.4,71.0,+1-555-380-8856
MEM002092,Patricia,Nguyen,member2092@fitnesshub.com,+1-555-361-4332,1963-12-31,Other,2022-03-02,Student,Inactive,General Fitness,151.3,119.7,+1-555-705-3054
MEM002093,Charles,Thomas,member2093@fitnesshub.com,+1-555-306-1469,1982-12-26,Male,2023-01-02,Student,Active,Weight Loss,178.8,95.2,+1-555-493-4066
MEM002094,Richard,Clark,member2094@fitnesshub.com,+1-555-486-8412,1972-12-28,Female,2020-08-26,Basic,Inactive,Athletic Performance,199.5,79.0,+1-555-179-1024
MEM002095,Deborah,Sanchez,member2095@fitnesshub.com,+1-555-346-5552,1987-12-25,Male,2020-10-12,Basic,Active,Muscle Gain,156.7,98.9,+1-555-325-5401
MEM002096,Paul,Williams,member2096@fitnesshub.com,+1-555-174-4420,1970-12-29,Other,2023-06-10,Student,Active,Health Maintenance,161.0,79.5,+1-555-466-1264
MEM002097,Mark,Flores,member2097@fitnesshub.com,+1-555-173-6364,1977-12-27,Male,2020-07-11,Elite,Active,Athletic Performance,156.0,70.6,+1-555-731-3690
MEM002098,Daniel,Jones,member2098@fitnesshub.com,+1-555-568-5981,1992-12-23,Female,2021-03-08,Elite,Active,General Fitness,157.0,106.6,+1-555-933-1860
MEM002099,Matthew,Thomas,member2099@fitnesshub.com,+1-555-601-3101,1972-12-28,Female,2020-08-13,Premium,Active,Health Maintenance,179.2,102.5,+1-555-852-7248
MEM002100,Nancy,Thompson,member2100@fitnesshub.com,+1-555-696-3587,1967-12-30,Other,2023-06-08,Premium,Inactive,Athletic Performance,168.8,111.7,+1-555-931-2518
MEM002101,John,Johnson,member2101@fitnesshub.com,+1-555-321-9971,1969-12-29,Female,2021-09-03,Basic,Active,General Fitness,167.2,101.0,+1-555-313-5441
MEM002102,Amanda,Taylor,member2102@fitnesshub.com,+1-555-996-7542,1989-12-24,Female,2024-05-15,Premium,Active,Health Maintenance,195.5,66.0,+1-555-100-5926
MEM002103,Jessica,Anderson,member2103@fitnesshub.com,+1-555-167-5140,1960-01-01,Female,2022-08-18,Elite,Active,Weight Loss,168.7,83.8,+1-555-694-4243
MEM002104,Jennifer,Davis,member2104@fitnesshub.com,+1-555-366-8503,1985-12-25,Other,2020-10-31,Senior,Inactive,Health Maintenance,191.2,65.0,+1-555-237-1132
MEM002105,Donna,Lee,member2105@fitnesshub.com,+1-555-392-4995,2007-12-20,Female,2021-08-15,Student,Active,Athletic Performance,154.7,63.6,+1-555-815-9656
MEM002106,Steven,Brown,member2106@fitnesshub.com,+1-555-161-2636,1984-12-25,Other,2024-07-05,Senior,Inactive,Muscle Gain,154.3,64.4,+1-555-186-6317
MEM002107,Thomas,Anderson,member2107@fitnesshub.com,+1-555-543-8886,2003-12-21,Other,2020-07-07,Student,Active,Weight Loss,197.3,51.0,+1-555-917-9986
MEM002108,Sandra,Miller,member2108@fitnesshub.com,+1-555-146-7641,1972-12-28,Other,2020-06-07,Senior,Active,Athletic Performance,165.1,73.1,+1-555-565-1866
MEM002109,Emily,Smith,member2109@fitnesshub.com,+1-555-246-8009,1966-12-30,Other,2022-04-12,Premium,Active,Weight Loss,168.6,68.4,+1-555-823-4214
MEM002110,John,Brown,member2110@fitnesshub.com,+1-555-289-4198,1982-12-26,Male,2020-01-26,Premium,Inactive,Athletic Performance,193.7,118.4,+1-555-807-6490
MEM002111,Amanda,Lee,member2111@fitnesshub.com,+1-555-950-3262,2006-12-20,Male,2023-11-25,Elite,Active,Weight Loss,164.5,60.7,+1-555-513-7698
MEM002112,Michael,Lee,member2112@fitnesshub.com,+1-555-177-5195,2005-12-20,Female,2022-09-10,Senior,Inactive,Muscle Gain,151.0,118.8,+1-555-511-7953
MEM002113,Deborah,King,member2113@fitnesshub.com,+1-555-244-3109,1994-12-23,Male,2021-05-26,Premium,Active,Weight Loss,151.6,72.4,+1-555-989-3137
MEM002114,Elizabeth,Brown,member2114@fitnesshub.com,+1-555-481-7189,1965-12-30,Male,2021-01-12,Basic,Active,Health Maintenance,187.9,109.5,+1-555-216-4403
MEM002115,Karen,Wilson,member2115@fitnesshub.com,+1-555-328-2655,1973-12-28,Male,2021-06-08,Premium,Active,General Fitness,159.1,76.5,+1-555-219-4517
MEM002116,Edward,Hill,member2116@fitnesshub.com,+1-555-360-6497,1992-12-23,Female,2020-11-20,Elite,Active,Muscle Gain,160.8,63.0,+1-555-509-5889
MEM002117,Karen,Flores,member2117@fitnesshub.com,+1-555-553-8015,1957-01-01,Male,2024-05-01,Premium,Active,Health Maintenance,175.6,80.1,+1-555-374-3848
MEM002118,Edward,Nguyen,member2118@fitnesshub.com,+1-555-465-5055,2004-12-20,Female,2024-03-06,Student,Inactive,Muscle Gain,163.8,90.1,+1-555-752-6906
MEM002119,Donald,Anderson,member2119@fitnesshub.com,+1-555-464-7631,1968-12-29,Male,2020-12-29,Elite,Active,Athletic Performance,199.1,78.3,+1-555-933-6447
MEM002120,Robert,Moore,member2120@fitnesshub.com,+1-555-599-7391,1954-01-02,Male,2023-02-26,Elite,Active,Health Maintenance,153.0,114.1,+1-555-526-5917
MEM002121,Donald,White,member2121@fitnesshub.com,+1-555-324-5083,1990-12-24,Female,2020-08-03,Senior,Active,Muscle Gain,164.4,80.9,+1-555-377-7452
MEM002122,Christopher,Anderson,member2122@fitnesshub.com,+1-555-446-4414,1961-12-31,Other,2022-06-08,Senior,Active,Muscle Gain,188.1,111.6,+1-555-690-6555
MEM002123,Barbara,Jackson,member2123@fitnesshub.com,+1-555-307-7361,1992-12-23,Female,2024-03-11,Senior,Active,General Fitness,155.2,83.2,+1-555-260-8498
MEM002124,George,Clark,member2124@fitnesshub.com,+1-555-301-9962,1966-12-30,Male,2024-11-03,Elite,Active,Muscle Gain,197.0,70.1,+1-555-661-6382
MEM002125,Margaret,Thomas,member2125@fitnesshub.com,+1-555-784-1428,1960-12-31,Female,2022-10-21,Basic,Active,Health Maintenance,157.4,89.6,+1-555-704-4872
MEM002126,Paul,Jones,member2126@fitnesshub.com,+1-555-525-2575,1969-12-29,Female,2023-06-15,Premium,Inactive,Weight Loss,155.1,112.8,+1-555-627-4223
MEM002127,Jennifer,Johnson,member2127@fitnesshub.com,+1-555-350-1378,1978-12-27,Female,2023-11-23,Premium,Inactive,Muscle Gain,169.0,83.0,+1-555-270-1066
MEM002128,Paul,Flores,member2128@fitnesshub.com,+1-555-533-8896,1990-12-24,Other,2020-07-14,Basic,Inactive,Muscle Gain,169.3,69.3,+1-555-312-2930
MEM002129,Charles,Sanchez,member2129@fitnesshub.com,+1-555-902-4218,2000-12-21,Other,2020-09-26,Elite,Inactive,Athletic Performance,159.2,95.0,+1-555-958-3361
MEM002130,Kevin,Hernandez,member2130@fitnesshub.com,+1-555-497-5858,1970-12-29,Female,2024-03-13,Student,Active,Muscle Gain,179.9,82.2,+1-555-866-5924
MEM002131,Betty,Torres,member2131@fitnesshub.com,+1-555-368-9284,1994-12-23,Other,2020-01-24,Basic,Active,Muscle Gain,182.1,99.2,+1-555-492-5786
MEM002132,Jennifer,Flores,member2132@fitnesshub.com,+1-555-519-8397,1978-12-27,Other,2023-03-07,Basic,Active,Health Maintenance,161.2,73.0,+1-555-714-2817
MEM002133,Matthew,Miller,member2133@fitnesshub.com,+1-555-273-6732,2001-12-21,Other,2020-03-08,Basic,Active,Athletic Performance,188.8,67.3,+1-555-716-5458
MEM002134,John,Garcia,member2134@fitnesshub.com,+1-555-299-4709,1970-12-29,Male,2024-02-06,Elite,Active,Muscle Gain,173.8,96.6,+1-555-953-8897
MEM002135,Susan,Moore,member2135@fitnesshub.com,+1-555-646-2644,1957-01-01,Female,2023-09-07,Basic,Inactive,Health Maintenance,189.9,68.6,+1-555-845-2017
MEM002136,Margaret,Young,member2136@fitnesshub.com,+1-555-714-4547,1953-01-02,Male,2020-05-25,Basic,Active,Health Maintenance,154.6,78.0,+1-555-389-2360
MEM002137,Patricia,Martin,member2137@fitnesshub.com,+1-555-771-3646,2006-12-20,Male,2024-04-29,Premium,Inactive,Health Maintenance,191.5,79.2,+1-555-527-2950
MEM002138,John,Jones,member2138@fitnesshub.com,+1-555-997-1648,1973-12-28,Male,2022-04-07,Elite,Active,Weight Loss,197.7,103.9,+1-555-364-9223
MEM002139,Karen,Scott,member2139@fitnesshub.com,+1-555-367-3554,1986-12-25,Male,2024-03-01,Premium,Active,Muscle Gain,153.7,54.3,+1-555-589-2575
